Age	Sex	Cancer_ICD9	Organ	Gene	Years_5int	Cases_5int	Version	air
80	FEMALE	188	Urinary bladder	MLH1	357	1	V3_20190219_A	0.00280112044817927
25	FEMALE	188	Urinary bladder	MSH2	576	0	V3_20190219_A	0
26	FEMALE	188	Urinary bladder	MSH2	576	0	V3_20190219_A	0
27	FEMALE	188	Urinary bladder	MSH2	576	0	V3_20190219_A	0
28	FEMALE	188	Urinary bladder	MSH2	576	0	V3_20190219_A	0
29	FEMALE	188	Urinary bladder	MSH2	576	0	V3_20190219_A	0
30	FEMALE	188	Urinary bladder	MSH2	780	1	V3_20190219_A	0.00128205128205128
31	FEMALE	188	Urinary bladder	MSH2	780	1	V3_20190219_A	0.00128205128205128
32	FEMALE	188	Urinary bladder	MSH2	780	1	V3_20190219_A	0.00128205128205128
33	FEMALE	188	Urinary bladder	MSH2	780	1	V3_20190219_A	0.00128205128205128
34	FEMALE	188	Urinary bladder	MSH2	780	1	V3_20190219_A	0.00128205128205128
35	FEMALE	188	Urinary bladder	MSH2	1024	0	V3_20190219_A	0
36	FEMALE	188	Urinary bladder	MSH2	1024	0	V3_20190219_A	0
37	FEMALE	188	Urinary bladder	MSH2	1024	0	V3_20190219_A	0
38	FEMALE	188	Urinary bladder	MSH2	1024	0	V3_20190219_A	0
39	FEMALE	188	Urinary bladder	MSH2	1024	0	V3_20190219_A	0
40	FEMALE	188	Urinary bladder	MSH2	1274	1	V3_20190219_A	0.000784929356357928
41	FEMALE	188	Urinary bladder	MSH2	1274	1	V3_20190219_A	0.000784929356357928
42	FEMALE	188	Urinary bladder	MSH2	1274	1	V3_20190219_A	0.000784929356357928
43	FEMALE	188	Urinary bladder	MSH2	1274	1	V3_20190219_A	0.000784929356357928
44	FEMALE	188	Urinary bladder	MSH2	1274	1	V3_20190219_A	0.000784929356357928
45	FEMALE	188	Urinary bladder	MSH2	1380	3	V3_20190219_A	0.00217391304347826
46	FEMALE	188	Urinary bladder	MSH2	1380	3	V3_20190219_A	0.00217391304347826
47	FEMALE	188	Urinary bladder	MSH2	1380	3	V3_20190219_A	0.00217391304347826
48	FEMALE	188	Urinary bladder	MSH2	1380	3	V3_20190219_A	0.00217391304347826
49	FEMALE	188	Urinary bladder	MSH2	1380	3	V3_20190219_A	0.00217391304347826
50	FEMALE	188	Urinary bladder	MSH2	1379	3	V3_20190219_A	0.00217548948513416
51	FEMALE	188	Urinary bladder	MSH2	1379	3	V3_20190219_A	0.00217548948513416
52	FEMALE	188	Urinary bladder	MSH2	1379	3	V3_20190219_A	0.00217548948513416
53	FEMALE	188	Urinary bladder	MSH2	1379	3	V3_20190219_A	0.00217548948513416
54	FEMALE	188	Urinary bladder	MSH2	1379	3	V3_20190219_A	0.00217548948513416
55	FEMALE	188	Urinary bladder	MSH2	1303	0	V3_20190219_A	0
56	FEMALE	188	Urinary bladder	MSH2	1303	0	V3_20190219_A	0
57	FEMALE	188	Urinary bladder	MSH2	1303	0	V3_20190219_A	0
58	FEMALE	188	Urinary bladder	MSH2	1303	0	V3_20190219_A	0
59	FEMALE	188	Urinary bladder	MSH2	1303	0	V3_20190219_A	0
60	FEMALE	188	Urinary bladder	MSH2	1094	4	V3_20190219_A	0.0036563071297989
61	FEMALE	188	Urinary bladder	MSH2	1094	4	V3_20190219_A	0.0036563071297989
62	FEMALE	188	Urinary bladder	MSH2	1094	4	V3_20190219_A	0.0036563071297989
63	FEMALE	188	Urinary bladder	MSH2	1094	4	V3_20190219_A	0.0036563071297989
64	FEMALE	188	Urinary bladder	MSH2	1094	4	V3_20190219_A	0.0036563071297989
65	FEMALE	188	Urinary bladder	MSH2	740	3	V3_20190219_A	0.00405405405405405
66	FEMALE	188	Urinary bladder	MSH2	740	3	V3_20190219_A	0.00405405405405405
67	FEMALE	188	Urinary bladder	MSH2	740	3	V3_20190219_A	0.00405405405405405
68	FEMALE	188	Urinary bladder	MSH2	740	3	V3_20190219_A	0.00405405405405405
69	FEMALE	188	Urinary bladder	MSH2	740	3	V3_20190219_A	0.00405405405405405
70	FEMALE	188	Urinary bladder	MSH2	434	1	V3_20190219_A	0.00230414746543779
71	FEMALE	188	Urinary bladder	MSH2	434	1	V3_20190219_A	0.00230414746543779
72	FEMALE	188	Urinary bladder	MSH2	434	1	V3_20190219_A	0.00230414746543779
73	FEMALE	188	Urinary bladder	MSH2	434	1	V3_20190219_A	0.00230414746543779
74	FEMALE	188	Urinary bladder	MSH2	434	1	V3_20190219_A	0.00230414746543779
75	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
76	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
77	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
78	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
79	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
80	FEMALE	188	Urinary bladder	MSH2	230	1	V3_20190219_A	0.00434782608695652
25	FEMALE	188	Urinary bladder	MSH6	74	0	V3_20190219_A	0
26	FEMALE	188	Urinary bladder	MSH6	74	0	V3_20190219_A	0
27	FEMALE	188	Urinary bladder	MSH6	74	0	V3_20190219_A	0
28	FEMALE	188	Urinary bladder	MSH6	74	0	V3_20190219_A	0
29	FEMALE	188	Urinary bladder	MSH6	74	0	V3_20190219_A	0
30	FEMALE	188	Urinary bladder	MSH6	137	0	V3_20190219_A	0
31	FEMALE	188	Urinary bladder	MSH6	137	0	V3_20190219_A	0
32	FEMALE	188	Urinary bladder	MSH6	137	0	V3_20190219_A	0
33	FEMALE	188	Urinary bladder	MSH6	137	0	V3_20190219_A	0
34	FEMALE	188	Urinary bladder	MSH6	137	0	V3_20190219_A	0
35	FEMALE	188	Urinary bladder	MSH6	225	0	V3_20190219_A	0
36	FEMALE	188	Urinary bladder	MSH6	225	0	V3_20190219_A	0
37	FEMALE	188	Urinary bladder	MSH6	225	0	V3_20190219_A	0
38	FEMALE	188	Urinary bladder	MSH6	225	0	V3_20190219_A	0
39	FEMALE	188	Urinary bladder	MSH6	225	0	V3_20190219_A	0
40	FEMALE	188	Urinary bladder	MSH6	312	0	V3_20190219_A	0
41	FEMALE	188	Urinary bladder	MSH6	312	0	V3_20190219_A	0
42	FEMALE	188	Urinary bladder	MSH6	312	0	V3_20190219_A	0
43	FEMALE	188	Urinary bladder	MSH6	312	0	V3_20190219_A	0
44	FEMALE	188	Urinary bladder	MSH6	312	0	V3_20190219_A	0
45	FEMALE	188	Urinary bladder	MSH6	349	0	V3_20190219_A	0
46	FEMALE	188	Urinary bladder	MSH6	349	0	V3_20190219_A	0
47	FEMALE	188	Urinary bladder	MSH6	349	0	V3_20190219_A	0
48	FEMALE	188	Urinary bladder	MSH6	349	0	V3_20190219_A	0
49	FEMALE	188	Urinary bladder	MSH6	349	0	V3_20190219_A	0
50	FEMALE	188	Urinary bladder	MSH6	394	0	V3_20190219_A	0
51	FEMALE	188	Urinary bladder	MSH6	394	0	V3_20190219_A	0
52	FEMALE	188	Urinary bladder	MSH6	394	0	V3_20190219_A	0
53	FEMALE	188	Urinary bladder	MSH6	394	0	V3_20190219_A	0
54	FEMALE	188	Urinary bladder	MSH6	394	0	V3_20190219_A	0
55	FEMALE	188	Urinary bladder	MSH6	405	1	V3_20190219_A	0.00246913580246914
56	FEMALE	188	Urinary bladder	MSH6	405	1	V3_20190219_A	0.00246913580246914
57	FEMALE	188	Urinary bladder	MSH6	405	1	V3_20190219_A	0.00246913580246914
58	FEMALE	188	Urinary bladder	MSH6	405	1	V3_20190219_A	0.00246913580246914
59	FEMALE	188	Urinary bladder	MSH6	405	1	V3_20190219_A	0.00246913580246914
60	FEMALE	188	Urinary bladder	MSH6	376	0	V3_20190219_A	0
61	FEMALE	188	Urinary bladder	MSH6	376	0	V3_20190219_A	0
62	FEMALE	188	Urinary bladder	MSH6	376	0	V3_20190219_A	0
63	FEMALE	188	Urinary bladder	MSH6	376	0	V3_20190219_A	0
64	FEMALE	188	Urinary bladder	MSH6	376	0	V3_20190219_A	0
65	FEMALE	188	Urinary bladder	MSH6	290	0	V3_20190219_A	0
66	FEMALE	188	Urinary bladder	MSH6	290	0	V3_20190219_A	0
67	FEMALE	188	Urinary bladder	MSH6	290	0	V3_20190219_A	0
68	FEMALE	188	Urinary bladder	MSH6	290	0	V3_20190219_A	0
69	FEMALE	188	Urinary bladder	MSH6	290	0	V3_20190219_A	0
70	FEMALE	188	Urinary bladder	MSH6	198	0	V3_20190219_A	0
71	FEMALE	188	Urinary bladder	MSH6	198	0	V3_20190219_A	0
72	FEMALE	188	Urinary bladder	MSH6	198	0	V3_20190219_A	0
73	FEMALE	188	Urinary bladder	MSH6	198	0	V3_20190219_A	0
74	FEMALE	188	Urinary bladder	MSH6	198	0	V3_20190219_A	0
75	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
76	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
77	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
78	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
79	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
80	FEMALE	188	Urinary bladder	MSH6	118	0	V3_20190219_A	0
25	FEMALE	188	Urinary bladder	PMS2	34	0	V3_20190219_A	0
26	FEMALE	188	Urinary bladder	PMS2	34	0	V3_20190219_A	0
27	FEMALE	188	Urinary bladder	PMS2	34	0	V3_20190219_A	0
28	FEMALE	188	Urinary bladder	PMS2	34	0	V3_20190219_A	0
29	FEMALE	188	Urinary bladder	PMS2	34	0	V3_20190219_A	0
30	FEMALE	188	Urinary bladder	PMS2	41	0	V3_20190219_A	0
31	FEMALE	188	Urinary bladder	PMS2	41	0	V3_20190219_A	0
32	FEMALE	188	Urinary bladder	PMS2	41	0	V3_20190219_A	0
33	FEMALE	188	Urinary bladder	PMS2	41	0	V3_20190219_A	0
34	FEMALE	188	Urinary bladder	PMS2	41	0	V3_20190219_A	0
35	FEMALE	188	Urinary bladder	PMS2	82	0	V3_20190219_A	0
36	FEMALE	188	Urinary bladder	PMS2	82	0	V3_20190219_A	0
37	FEMALE	188	Urinary bladder	PMS2	82	0	V3_20190219_A	0
38	FEMALE	188	Urinary bladder	PMS2	82	0	V3_20190219_A	0
39	FEMALE	188	Urinary bladder	PMS2	82	0	V3_20190219_A	0
40	FEMALE	188	Urinary bladder	PMS2	99	0	V3_20190219_A	0
41	FEMALE	188	Urinary bladder	PMS2	99	0	V3_20190219_A	0
42	FEMALE	188	Urinary bladder	PMS2	99	0	V3_20190219_A	0
43	FEMALE	188	Urinary bladder	PMS2	99	0	V3_20190219_A	0
44	FEMALE	188	Urinary bladder	PMS2	99	0	V3_20190219_A	0
45	FEMALE	188	Urinary bladder	PMS2	138	0	V3_20190219_A	0
46	FEMALE	188	Urinary bladder	PMS2	138	0	V3_20190219_A	0
47	FEMALE	188	Urinary bladder	PMS2	138	0	V3_20190219_A	0
48	FEMALE	188	Urinary bladder	PMS2	138	0	V3_20190219_A	0
49	FEMALE	188	Urinary bladder	PMS2	138	0	V3_20190219_A	0
50	FEMALE	188	Urinary bladder	PMS2	176	0	V3_20190219_A	0
51	FEMALE	188	Urinary bladder	PMS2	176	0	V3_20190219_A	0
52	FEMALE	188	Urinary bladder	PMS2	176	0	V3_20190219_A	0
53	FEMALE	188	Urinary bladder	PMS2	176	0	V3_20190219_A	0
54	FEMALE	188	Urinary bladder	PMS2	176	0	V3_20190219_A	0
55	FEMALE	188	Urinary bladder	PMS2	214	0	V3_20190219_A	0
56	FEMALE	188	Urinary bladder	PMS2	214	0	V3_20190219_A	0
57	FEMALE	188	Urinary bladder	PMS2	214	0	V3_20190219_A	0
58	FEMALE	188	Urinary bladder	PMS2	214	0	V3_20190219_A	0
59	FEMALE	188	Urinary bladder	PMS2	214	0	V3_20190219_A	0
60	FEMALE	188	Urinary bladder	PMS2	190	0	V3_20190219_A	0
61	FEMALE	188	Urinary bladder	PMS2	190	0	V3_20190219_A	0
62	FEMALE	188	Urinary bladder	PMS2	190	0	V3_20190219_A	0
63	FEMALE	188	Urinary bladder	PMS2	190	0	V3_20190219_A	0
64	FEMALE	188	Urinary bladder	PMS2	190	0	V3_20190219_A	0
65	FEMALE	188	Urinary bladder	PMS2	140	0	V3_20190219_A	0
66	FEMALE	188	Urinary bladder	PMS2	140	0	V3_20190219_A	0
67	FEMALE	188	Urinary bladder	PMS2	140	0	V3_20190219_A	0
68	FEMALE	188	Urinary bladder	PMS2	140	0	V3_20190219_A	0
69	FEMALE	188	Urinary bladder	PMS2	140	0	V3_20190219_A	0
70	FEMALE	188	Urinary bladder	PMS2	69	0	V3_20190219_A	0
71	FEMALE	188	Urinary bladder	PMS2	69	0	V3_20190219_A	0
72	FEMALE	188	Urinary bladder	PMS2	69	0	V3_20190219_A	0
73	FEMALE	188	Urinary bladder	PMS2	69	0	V3_20190219_A	0
74	FEMALE	188	Urinary bladder	PMS2	69	0	V3_20190219_A	0
75	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
76	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
77	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
78	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
79	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
80	FEMALE	188	Urinary bladder	PMS2	39	0	V3_20190219_A	0
25	MALE	189	Ureter/kidney	MLH1	605	0	V3_20190219_A	0
26	MALE	189	Ureter/kidney	MLH1	605	0	V3_20190219_A	0
27	MALE	189	Ureter/kidney	MLH1	605	0	V3_20190219_A	0
28	MALE	189	Ureter/kidney	MLH1	605	0	V3_20190219_A	0
29	MALE	189	Ureter/kidney	MLH1	605	0	V3_20190219_A	0
30	MALE	189	Ureter/kidney	MLH1	1044	0	V3_20190219_A	0
31	MALE	189	Ureter/kidney	MLH1	1044	0	V3_20190219_A	0
32	MALE	189	Ureter/kidney	MLH1	1044	0	V3_20190219_A	0
33	MALE	189	Ureter/kidney	MLH1	1044	0	V3_20190219_A	0
34	MALE	189	Ureter/kidney	MLH1	1044	0	V3_20190219_A	0
35	MALE	189	Ureter/kidney	MLH1	1319	0	V3_20190219_A	0
36	MALE	189	Ureter/kidney	MLH1	1319	0	V3_20190219_A	0
37	MALE	189	Ureter/kidney	MLH1	1319	0	V3_20190219_A	0
38	MALE	189	Ureter/kidney	MLH1	1319	0	V3_20190219_A	0
39	MALE	189	Ureter/kidney	MLH1	1319	0	V3_20190219_A	0
40	MALE	189	Ureter/kidney	MLH1	1522	0	V3_20190219_A	0
41	MALE	189	Ureter/kidney	MLH1	1522	0	V3_20190219_A	0
42	MALE	189	Ureter/kidney	MLH1	1522	0	V3_20190219_A	0
43	MALE	189	Ureter/kidney	MLH1	1522	0	V3_20190219_A	0
44	MALE	189	Ureter/kidney	MLH1	1522	0	V3_20190219_A	0
45	MALE	189	Ureter/kidney	MLH1	1567	3	V3_20190219_A	0.001914486279515
46	MALE	189	Ureter/kidney	MLH1	1567	3	V3_20190219_A	0.001914486279515
47	MALE	189	Ureter/kidney	MLH1	1567	3	V3_20190219_A	0.001914486279515
48	MALE	189	Ureter/kidney	MLH1	1567	3	V3_20190219_A	0.001914486279515
49	MALE	189	Ureter/kidney	MLH1	1567	3	V3_20190219_A	0.001914486279515
50	MALE	189	Ureter/kidney	MLH1	1415	1	V3_20190219_A	0.000706713780918728
51	MALE	189	Ureter/kidney	MLH1	1415	1	V3_20190219_A	0.000706713780918728
52	MALE	189	Ureter/kidney	MLH1	1415	1	V3_20190219_A	0.000706713780918728
53	MALE	189	Ureter/kidney	MLH1	1415	1	V3_20190219_A	0.000706713780918728
54	MALE	189	Ureter/kidney	MLH1	1415	1	V3_20190219_A	0.000706713780918728
55	MALE	189	Ureter/kidney	MLH1	1196	1	V3_20190219_A	0.000836120401337793
56	MALE	189	Ureter/kidney	MLH1	1196	1	V3_20190219_A	0.000836120401337793
57	MALE	189	Ureter/kidney	MLH1	1196	1	V3_20190219_A	0.000836120401337793
58	MALE	189	Ureter/kidney	MLH1	1196	1	V3_20190219_A	0.000836120401337793
59	MALE	189	Ureter/kidney	MLH1	1196	1	V3_20190219_A	0.000836120401337793
60	MALE	189	Ureter/kidney	MLH1	915	1	V3_20190219_A	0.00109289617486339
61	MALE	189	Ureter/kidney	MLH1	915	1	V3_20190219_A	0.00109289617486339
62	MALE	189	Ureter/kidney	MLH1	915	1	V3_20190219_A	0.00109289617486339
63	MALE	189	Ureter/kidney	MLH1	915	1	V3_20190219_A	0.00109289617486339
64	MALE	189	Ureter/kidney	MLH1	915	1	V3_20190219_A	0.00109289617486339
65	MALE	189	Ureter/kidney	MLH1	650	2	V3_20190219_A	0.00307692307692308
66	MALE	189	Ureter/kidney	MLH1	650	2	V3_20190219_A	0.00307692307692308
67	MALE	189	Ureter/kidney	MLH1	650	2	V3_20190219_A	0.00307692307692308
68	MALE	189	Ureter/kidney	MLH1	650	2	V3_20190219_A	0.00307692307692308
69	MALE	189	Ureter/kidney	MLH1	650	2	V3_20190219_A	0.00307692307692308
70	MALE	189	Ureter/kidney	MLH1	417	1	V3_20190219_A	0.00239808153477218
71	MALE	189	Ureter/kidney	MLH1	417	1	V3_20190219_A	0.00239808153477218
72	MALE	189	Ureter/kidney	MLH1	417	1	V3_20190219_A	0.00239808153477218
73	MALE	189	Ureter/kidney	MLH1	417	1	V3_20190219_A	0.00239808153477218
74	MALE	189	Ureter/kidney	MLH1	417	1	V3_20190219_A	0.00239808153477218
75	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
76	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
77	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
78	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
79	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
80	MALE	189	Ureter/kidney	MLH1	174	1	V3_20190219_A	0.00574712643678161
25	MALE	189	Ureter/kidney	MSH2	440	0	V3_20190219_A	0
26	MALE	189	Ureter/kidney	MSH2	440	0	V3_20190219_A	0
27	MALE	189	Ureter/kidney	MSH2	440	0	V3_20190219_A	0
28	MALE	189	Ureter/kidney	MSH2	440	0	V3_20190219_A	0
29	MALE	189	Ureter/kidney	MSH2	440	0	V3_20190219_A	0
30	MALE	189	Ureter/kidney	MSH2	721	0	V3_20190219_A	0
31	MALE	189	Ureter/kidney	MSH2	721	0	V3_20190219_A	0
32	MALE	189	Ureter/kidney	MSH2	721	0	V3_20190219_A	0
33	MALE	189	Ureter/kidney	MSH2	721	0	V3_20190219_A	0
34	MALE	189	Ureter/kidney	MSH2	721	0	V3_20190219_A	0
35	MALE	189	Ureter/kidney	MSH2	998	0	V3_20190219_A	0
36	MALE	189	Ureter/kidney	MSH2	998	0	V3_20190219_A	0
37	MALE	189	Ureter/kidney	MSH2	998	0	V3_20190219_A	0
38	MALE	189	Ureter/kidney	MSH2	998	0	V3_20190219_A	0
39	MALE	189	Ureter/kidney	MSH2	998	0	V3_20190219_A	0
40	MALE	189	Ureter/kidney	MSH2	1199	3	V3_20190219_A	0.00250208507089241
41	MALE	189	Ureter/kidney	MSH2	1199	3	V3_20190219_A	0.00250208507089241
42	MALE	189	Ureter/kidney	MSH2	1199	3	V3_20190219_A	0.00250208507089241
43	MALE	189	Ureter/kidney	MSH2	1199	3	V3_20190219_A	0.00250208507089241
44	MALE	189	Ureter/kidney	MSH2	1199	3	V3_20190219_A	0.00250208507089241
45	MALE	189	Ureter/kidney	MSH2	1288	3	V3_20190219_A	0.00232919254658385
46	MALE	189	Ureter/kidney	MSH2	1288	3	V3_20190219_A	0.00232919254658385
47	MALE	189	Ureter/kidney	MSH2	1288	3	V3_20190219_A	0.00232919254658385
48	MALE	189	Ureter/kidney	MSH2	1288	3	V3_20190219_A	0.00232919254658385
49	MALE	189	Ureter/kidney	MSH2	1288	3	V3_20190219_A	0.00232919254658385
50	MALE	189	Ureter/kidney	MSH2	1244	7	V3_20190219_A	0.00562700964630225
51	MALE	189	Ureter/kidney	MSH2	1244	7	V3_20190219_A	0.00562700964630225
52	MALE	189	Ureter/kidney	MSH2	1244	7	V3_20190219_A	0.00562700964630225
53	MALE	189	Ureter/kidney	MSH2	1244	7	V3_20190219_A	0.00562700964630225
54	MALE	189	Ureter/kidney	MSH2	1244	7	V3_20190219_A	0.00562700964630225
55	MALE	189	Ureter/kidney	MSH2	1021	7	V3_20190219_A	0.00685602350636631
56	MALE	189	Ureter/kidney	MSH2	1021	7	V3_20190219_A	0.00685602350636631
57	MALE	189	Ureter/kidney	MSH2	1021	7	V3_20190219_A	0.00685602350636631
58	MALE	189	Ureter/kidney	MSH2	1021	7	V3_20190219_A	0.00685602350636631
59	MALE	189	Ureter/kidney	MSH2	1021	7	V3_20190219_A	0.00685602350636631
60	MALE	189	Ureter/kidney	MSH2	741	9	V3_20190219_A	0.0121457489878543
61	MALE	189	Ureter/kidney	MSH2	741	9	V3_20190219_A	0.0121457489878543
62	MALE	189	Ureter/kidney	MSH2	741	9	V3_20190219_A	0.0121457489878543
63	MALE	189	Ureter/kidney	MSH2	741	9	V3_20190219_A	0.0121457489878543
64	MALE	189	Ureter/kidney	MSH2	741	9	V3_20190219_A	0.0121457489878543
65	MALE	189	Ureter/kidney	MSH2	523	3	V3_20190219_A	0.00573613766730402
66	MALE	189	Ureter/kidney	MSH2	523	3	V3_20190219_A	0.00573613766730402
67	MALE	189	Ureter/kidney	MSH2	523	3	V3_20190219_A	0.00573613766730402
68	MALE	189	Ureter/kidney	MSH2	523	3	V3_20190219_A	0.00573613766730402
69	MALE	189	Ureter/kidney	MSH2	523	3	V3_20190219_A	0.00573613766730402
70	MALE	189	Ureter/kidney	MSH2	296	1	V3_20190219_A	0.00337837837837838
71	MALE	189	Ureter/kidney	MSH2	296	1	V3_20190219_A	0.00337837837837838
72	MALE	189	Ureter/kidney	MSH2	296	1	V3_20190219_A	0.00337837837837838
73	MALE	189	Ureter/kidney	MSH2	296	1	V3_20190219_A	0.00337837837837838
74	MALE	189	Ureter/kidney	MSH2	296	1	V3_20190219_A	0.00337837837837838
75	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
76	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
77	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
78	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
79	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
80	MALE	189	Ureter/kidney	MSH2	98	0	V3_20190219_A	0
25	MALE	189	Ureter/kidney	MSH6	72	0	V3_20190219_A	0
26	MALE	189	Ureter/kidney	MSH6	72	0	V3_20190219_A	0
27	MALE	189	Ureter/kidney	MSH6	72	0	V3_20190219_A	0
28	MALE	189	Ureter/kidney	MSH6	72	0	V3_20190219_A	0
29	MALE	189	Ureter/kidney	MSH6	72	0	V3_20190219_A	0
30	MALE	189	Ureter/kidney	MSH6	155	0	V3_20190219_A	0
31	MALE	189	Ureter/kidney	MSH6	155	0	V3_20190219_A	0
32	MALE	189	Ureter/kidney	MSH6	155	0	V3_20190219_A	0
33	MALE	189	Ureter/kidney	MSH6	155	0	V3_20190219_A	0
34	MALE	189	Ureter/kidney	MSH6	155	0	V3_20190219_A	0
35	MALE	189	Ureter/kidney	MSH6	239	0	V3_20190219_A	0
36	MALE	189	Ureter/kidney	MSH6	239	0	V3_20190219_A	0
37	MALE	189	Ureter/kidney	MSH6	239	0	V3_20190219_A	0
38	MALE	189	Ureter/kidney	MSH6	239	0	V3_20190219_A	0
39	MALE	189	Ureter/kidney	MSH6	239	0	V3_20190219_A	0
40	MALE	189	Ureter/kidney	MSH6	248	0	V3_20190219_A	0
41	MALE	189	Ureter/kidney	MSH6	248	0	V3_20190219_A	0
42	MALE	189	Ureter/kidney	MSH6	248	0	V3_20190219_A	0
43	MALE	189	Ureter/kidney	MSH6	248	0	V3_20190219_A	0
44	MALE	189	Ureter/kidney	MSH6	248	0	V3_20190219_A	0
45	MALE	189	Ureter/kidney	MSH6	232	0	V3_20190219_A	0
46	MALE	189	Ureter/kidney	MSH6	232	0	V3_20190219_A	0
47	MALE	189	Ureter/kidney	MSH6	232	0	V3_20190219_A	0
48	MALE	189	Ureter/kidney	MSH6	232	0	V3_20190219_A	0
49	MALE	189	Ureter/kidney	MSH6	232	0	V3_20190219_A	0
50	MALE	189	Ureter/kidney	MSH6	230	0	V3_20190219_A	0
51	MALE	189	Ureter/kidney	MSH6	230	0	V3_20190219_A	0
52	MALE	189	Ureter/kidney	MSH6	230	0	V3_20190219_A	0
53	MALE	189	Ureter/kidney	MSH6	230	0	V3_20190219_A	0
54	MALE	189	Ureter/kidney	MSH6	230	0	V3_20190219_A	0
55	MALE	189	Ureter/kidney	MSH6	286	1	V3_20190219_A	0.0034965034965035
56	MALE	189	Ureter/kidney	MSH6	286	1	V3_20190219_A	0.0034965034965035
57	MALE	189	Ureter/kidney	MSH6	286	1	V3_20190219_A	0.0034965034965035
58	MALE	189	Ureter/kidney	MSH6	286	1	V3_20190219_A	0.0034965034965035
59	MALE	189	Ureter/kidney	MSH6	286	1	V3_20190219_A	0.0034965034965035
60	MALE	189	Ureter/kidney	MSH6	268	0	V3_20190219_A	0
61	MALE	189	Ureter/kidney	MSH6	268	0	V3_20190219_A	0
62	MALE	189	Ureter/kidney	MSH6	268	0	V3_20190219_A	0
63	MALE	189	Ureter/kidney	MSH6	268	0	V3_20190219_A	0
64	MALE	189	Ureter/kidney	MSH6	268	0	V3_20190219_A	0
65	MALE	189	Ureter/kidney	MSH6	214	0	V3_20190219_A	0
66	MALE	189	Ureter/kidney	MSH6	214	0	V3_20190219_A	0
67	MALE	189	Ureter/kidney	MSH6	214	0	V3_20190219_A	0
68	MALE	189	Ureter/kidney	MSH6	214	0	V3_20190219_A	0
69	MALE	189	Ureter/kidney	MSH6	214	0	V3_20190219_A	0
70	MALE	189	Ureter/kidney	MSH6	123	0	V3_20190219_A	0
71	MALE	189	Ureter/kidney	MSH6	123	0	V3_20190219_A	0
72	MALE	189	Ureter/kidney	MSH6	123	0	V3_20190219_A	0
73	MALE	189	Ureter/kidney	MSH6	123	0	V3_20190219_A	0
74	MALE	189	Ureter/kidney	MSH6	123	0	V3_20190219_A	0
75	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
76	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
77	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
78	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
79	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
80	MALE	189	Ureter/kidney	MSH6	68	0	V3_20190219_A	0
25	MALE	189	Ureter/kidney	PMS2	16	0	V3_20190219_A	0
26	MALE	189	Ureter/kidney	PMS2	16	0	V3_20190219_A	0
27	MALE	189	Ureter/kidney	PMS2	16	0	V3_20190219_A	0
28	MALE	189	Ureter/kidney	PMS2	16	0	V3_20190219_A	0
29	MALE	189	Ureter/kidney	PMS2	16	0	V3_20190219_A	0
30	MALE	189	Ureter/kidney	PMS2	39	0	V3_20190219_A	0
31	MALE	189	Ureter/kidney	PMS2	39	0	V3_20190219_A	0
32	MALE	189	Ureter/kidney	PMS2	39	0	V3_20190219_A	0
33	MALE	189	Ureter/kidney	PMS2	39	0	V3_20190219_A	0
34	MALE	189	Ureter/kidney	PMS2	39	0	V3_20190219_A	0
